Student_ID,First_Name,Last_Name,SLU_Email,Program,Major,Enrollment_Year,Expected_Graduation_Year,Visa_Status,City,State,Country,Current_Employer_ID,Internship_Role,Internship_Start_Date
595,Maria,Hart,maria.hart862@slu.edu,MS Information Systems,Software Engineering,2020,2022,STEM-OPT,White Plains,NY,USA,179.0,Research Assistant,2022-06-17
596,Jasmine,Marshall,jasmine.marshall596@slu.edu,MS Data Science,Data Science,2023,2026,CPT,Jacksonville,FL,USA,,,
597,Tracey,Cooper,tracey.cooper551@slu.edu,MS Analytics,Electrical Engineering,2022,2023,OPT,Plano,TX,USA,,,
598,Mackenzie,Hodge,mackenzie.hodge187@slu.edu,MBA,Biostatistics,2019,2022,F1,Jacksonville,FL,USA,,,
599,Christian,Thompson,christian.thompson645@slu.edu,MS Software Engineering,Computer Science,2021,2024,STEM-OPT,Chesterfield,MO,USA,462.0,Data Analyst Intern,2021-03-02
600,Alyssa,Bell,alyssa.bell16@slu.edu,MS Analytics,Biostatistics,2023,2026,OPT,Houston,TX,USA,,,
601,Thomas,Holloway,thomas.holloway510@slu.edu,MS Information Systems,Data Science,2020,2022,OPT,Miami,FL,USA,,,
602,Penny,Peterson,penny.peterson548@slu.edu,MS Analytics,Software Engineering,2020,2023,OPT,Naperville,IL,USA,,,
603,Derek,Pena,derek.pena47@slu.edu,MBA,Finance,2022,2024,STEM-OPT,Phoenix,AZ,USA,,,
604,Jesus,Robinson,jesus.robinson470@slu.edu,MS Computer Science,Electrical Engineering,2023,2026,F1,Tampa,FL,USA,,,
605,David,Salazar,david.salazar598@slu.edu,MS Analytics,Information Systems,2019,2020,CPT,Springfield,MO,USA,,,
606,Joseph,Werner,joseph.werner452@slu.edu,MS Data Science,Cybersecurity,2018,2019,CPT,Dallas,TX,USA,,,
607,Aaron,Lee,aaron.lee458@slu.edu,MS Software Engineering,Cybersecurity,2023,2024,STEM-OPT,Austin,TX,USA,,,
608,Ashley,Bryant,ashley.bryant49@slu.edu,MS Analytics,Software Engineering,2022,2025,F1,Clayton,MO,USA,559.0,Research Assistant,2025-05-22
609,Kristen,Moore,kristen.moore940@slu.edu,MBA,Electrical Engineering,2018,2021,F1,Alpharetta,GA,USA,,,
610,Vanessa,Gonzales,vanessa.gonzales451@slu.edu,MBA,Business Analytics,2020,2021,STEM-OPT,Cary,NC,USA,520.0,Software Intern,2020-03-23
611,Vicki,Hill,vicki.hill157@slu.edu,MS Software Engineering,Marketing,2021,2022,STEM-OPT,Seattle,WA,USA,,,
612,Brooke,Mccann,brooke.mccann915@slu.edu,MS Information Systems,Data Science,2020,2022,STEM-OPT,Irvine,CA,USA,765.0,Research Assistant,2020-01-06
613,Alejandro,Wheeler,alejandro.wheeler112@slu.edu,MS Computer Science,Business Analytics,2021,2023,CPT,Cary,NC,USA,641.0,Software Intern,2023-08-20
614,Luis,Wilson,luis.wilson332@slu.edu,MS Computer Science,Marketing,2023,2026,OPT,Detroit,MI,USA,358.0,QA Intern,2025-07-02
615,Julie,Robertson,julie.robertson92@slu.edu,MS Information Systems,Information Systems,2023,2024,OPT,Atlanta,GA,USA,754.0,Data Analyst Intern,2024-06-17
616,Lynn,Allen,lynn.allen161@slu.edu,MS Information Systems,Electrical Engineering,2020,2023,CPT,Orlando,FL,USA,,,
617,Edward,Reid,edward.reid881@slu.edu,MS Software Engineering,Biostatistics,2021,2022,CPT,Kansas City,MO,USA,,,
618,Justin,Mcbride,justin.mcbride931@slu.edu,MS Software Engineering,Business Analytics,2021,2022,F1,Grand Rapids,MI,USA,,,
619,Jonathan,Miles,jonathan.miles741@slu.edu,MBA,Biostatistics,2022,2025,STEM-OPT,Tempe,AZ,USA,716.0,DevOps Intern,2025-01-22
620,Kimberly,Lee,kimberly.lee780@slu.edu,MS Information Systems,Computer Science,2020,2021,CPT,Durham,NC,USA,778.0,QA Intern,2020-08-18
621,Pamela,Owen,pamela.owen815@slu.edu,MBA,Data Science,2021,2023,STEM-OPT,Tucson,AZ,USA,,,
622,Stephanie,Griffin,stephanie.griffin326@slu.edu,MBA,Software Engineering,2022,2025,OPT,Boston,MA,USA,,,
623,Lindsey,Franco,lindsey.franco895@slu.edu,MS Information Systems,Computer Science,2020,2023,OPT,Redmond,WA,USA,,,
624,Emily,Hood,emily.hood964@slu.edu,MS Analytics,Information Systems,2018,2019,CPT,Savannah,GA,USA,531.0,QA Intern,2019-04-17
625,Anthony,Baker,anthony.baker622@slu.edu,MS Software Engineering,Data Science,2022,2023,OPT,Alpharetta,GA,USA,350.0,Research Assistant,2023-12-21
626,Jacob,Young,jacob.young135@slu.edu,MS Data Science,Computer Science,2019,2021,OPT,Bellevue,WA,USA,,,
627,Robert,Peterson,robert.peterson356@slu.edu,MS Analytics,Electrical Engineering,2022,2025,STEM-OPT,Charlotte,NC,USA,9.0,QA Intern,2025-03-19
628,Michael,Spencer,michael.spencer301@slu.edu,MS Computer Science,Data Science,2024,2025,STEM-OPT,Jacksonville,FL,USA,609.0,Software Intern,2025-05-15
629,Adam,Valencia,adam.valencia652@slu.edu,MS Computer Science,Cybersecurity,2018,2019,STEM-OPT,Cambridge,MA,USA,,,
630,Meredith,Leonard,meredith.leonard949@slu.edu,MS Data Science,Data Science,2023,2026,STEM-OPT,Orlando,FL,USA,,,
631,Natalie,Moore,natalie.moore430@slu.edu,MS Cybersecurity,Business Analytics,2021,2022,OPT,Redmond,WA,USA,,,
632,Michelle,Chapman,michelle.chapman182@slu.edu,MS Computer Science,Computer Science,2023,2026,CPT,Grand Rapids,MI,USA,,,
633,Nathaniel,Vaughn,nathaniel.vaughn883@slu.edu,MS Analytics,Business Analytics,2020,2022,OPT,Bellevue,WA,USA,,,
634,Patricia,Velasquez,patricia.velasquez702@slu.edu,MS Data Science,Biostatistics,2018,2019,OPT,Denver,CO,USA,,,
635,Emily,Burke,emily.burke706@slu.edu,MS Information Systems,Computer Science,2024,2025,OPT,Cincinnati,OH,USA,,,
636,Whitney,Scott,whitney.scott82@slu.edu,MS Cybersecurity,Computer Science,2019,2021,STEM-OPT,Atlanta,GA,USA,,,
637,Ruth,Cooke,ruth.cooke153@slu.edu,MS Data Science,Computer Science,2019,2020,OPT,Atlanta,GA,USA,,,
638,Michelle,Carter,michelle.carter719@slu.edu,MBA,Business Analytics,2022,2023,F1,Chesterfield,MO,USA,,,
639,James,Tucker,james.tucker632@slu.edu,MBA,Electrical Engineering,2020,2022,CPT,Colorado Springs,CO,USA,865.0,QA Intern,2020-02-08
640,Diana,Morris,diana.morris916@slu.edu,MS Cybersecurity,Computer Science,2023,2025,F1,Tampa,FL,USA,,,
641,Christopher,Martinez,christopher.martinez407@slu.edu,MS Data Science,Information Systems,2024,2027,F1,Columbus,OH,USA,863.0,Data Analyst Intern,2026-02-25
642,Daniel,Wilson,daniel.wilson557@slu.edu,MS Cybersecurity,Cybersecurity,2022,2023,CPT,Plano,TX,USA,246.0,DevOps Intern,2023-08-23
643,Zachary,Anderson,zachary.anderson864@slu.edu,MBA,Cybersecurity,2020,2022,CPT,Redmond,WA,USA,,,
644,Kimberly,Grant,kimberly.grant823@slu.edu,MS Computer Science,Information Systems,2021,2022,F1,Grand Rapids,MI,USA,660.0,Data Analyst Intern,2021-06-22
645,Daniel,Martinez,daniel.martinez977@slu.edu,MS Software Engineering,Software Engineering,2021,2023,F1,St. Louis,MO,USA,,,
646,Larry,Payne,larry.payne910@slu.edu,MS Information Systems,Software Engineering,2024,2027,STEM-OPT,Tacoma,WA,USA,,,
647,Crystal,Knight,crystal.knight727@slu.edu,MS Cybersecurity,Biostatistics,2021,2022,CPT,Tucson,AZ,USA,629.0,Research Assistant,2022-12-19
648,Anne,Walters,anne.walters805@slu.edu,MS Analytics,Marketing,2019,2021,F1,Charlotte,NC,USA,,,
649,Carla,Nelson,carla.nelson528@slu.edu,MS Computer Science,Electrical Engineering,2018,2020,OPT,San Diego,CA,USA,,,
650,Kathryn,Lang,kathryn.lang369@slu.edu,MS Software Engineering,Cybersecurity,2020,2021,CPT,Irvine,CA,USA,99.0,DevOps Intern,2021-04-16
651,Matthew,Butler,matthew.butler103@slu.edu,MS Cybersecurity,Electrical Engineering,2022,2024,F1,Somerville,MA,USA,,,
652,Ryan,Mayer,ryan.mayer859@slu.edu,MS Analytics,Information Systems,2023,2024,F1,Pittsburgh,PA,USA,,,
653,Heather,Thomas,heather.thomas277@slu.edu,MS Computer Science,Electrical Engineering,2018,2021,OPT,St. Louis,MO,USA,,,
654,Derek,Jones,derek.jones503@slu.edu,MS Information Systems,Computer Science,2020,2023,CPT,Boston,MA,USA,347.0,Data Analyst Intern,2021-12-22
655,Stephen,Carroll,stephen.carroll439@slu.edu,MS Computer Science,Computer Science,2021,2022,CPT,Durham,NC,USA,400.0,QA Intern,2021-09-12
656,Carol,Brown,carol.brown748@slu.edu,MS Computer Science,Electrical Engineering,2023,2024,STEM-OPT,Cincinnati,OH,USA,930.0,Software Intern,2023-05-20
657,Erik,Rodriguez,erik.rodriguez832@slu.edu,MS Computer Science,Finance,2021,2022,STEM-OPT,Grand Rapids,MI,USA,,,
658,Christopher,Green,christopher.green36@slu.edu,MS Cybersecurity,Cybersecurity,2022,2024,OPT,Houston,TX,USA,,,
659,Patrick,Cooper,patrick.cooper866@slu.edu,MS Data Science,Marketing,2023,2024,CPT,White Plains,NY,USA,869.0,Software Intern,2023-12-25
660,Tiffany,Harris,tiffany.harris820@slu.edu,MS Data Science,Electrical Engineering,2018,2020,F1,Springfield,MO,USA,,,
661,Kimberly,Wilson,kimberly.wilson285@slu.edu,MS Software Engineering,Biostatistics,2018,2019,OPT,Philadelphia,PA,USA,546.0,DevOps Intern,2018-09-29
662,Mitchell,Baldwin,mitchell.baldwin198@slu.edu,MS Information Systems,Finance,2018,2021,F1,Cambridge,MA,USA,880.0,Data Analyst Intern,2018-11-17
663,Joseph,Hodges,joseph.hodges250@slu.edu,MS Computer Science,Software Engineering,2018,2019,STEM-OPT,Fort Collins,CO,USA,,,
664,Rachel,Shaffer,rachel.shaffer141@slu.edu,MS Computer Science,Finance,2024,2027,OPT,New York,NY,USA,889.0,Software Intern,2027-03-24
665,Jeffrey,Rice,jeffrey.rice33@slu.edu,MS Analytics,Software Engineering,2020,2021,OPT,Tempe,AZ,USA,,,
666,Dominic,Coffey,dominic.coffey492@slu.edu,MS Analytics,Biostatistics,2021,2024,OPT,Denver,CO,USA,,,
667,Keith,Delgado,keith.delgado398@slu.edu,MS Software Engineering,Software Engineering,2024,2025,OPT,Worcester,MA,USA,336.0,Data Analyst Intern,2025-07-03
668,Kara,Watkins,kara.watkins117@slu.edu,MS Analytics,Computer Science,2019,2020,OPT,Columbia,MO,USA,,,
669,Michael,Davidson,michael.davidson449@slu.edu,MBA,Business Analytics,2019,2021,F1,Tacoma,WA,USA,694.0,Data Analyst Intern,2019-12-29
670,James,Avila,james.avila52@slu.edu,MS Information Systems,Software Engineering,2024,2027,OPT,Cambridge,MA,USA,767.0,Software Intern,2024-02-23
671,Janice,Wade,janice.wade647@slu.edu,MS Information Systems,Marketing,2020,2021,CPT,Detroit,MI,USA,,,
672,Christopher,Miller,christopher.miller206@slu.edu,MS Cybersecurity,Electrical Engineering,2021,2024,F1,Detroit,MI,USA,,,
673,Katrina,Schmidt,katrina.schmidt346@slu.edu,MS Computer Science,Software Engineering,2022,2023,STEM-OPT,Ann Arbor,MI,USA,260.0,DevOps Intern,2022-03-29
674,John,Ryan,john.ryan589@slu.edu,MS Computer Science,Finance,2021,2023,CPT,Chesterfield,MO,USA,,,
675,Carolyn,Thomas,carolyn.thomas304@slu.edu,MS Computer Science,Business Analytics,2023,2025,OPT,Tampa,FL,USA,,,
676,Michelle,Smith,michelle.smith554@slu.edu,MS Computer Science,Finance,2020,2023,OPT,Worcester,MA,USA,,,
677,Dawn,Mosley,dawn.mosley610@slu.edu,MBA,Software Engineering,2022,2025,F1,Harrisburg,PA,USA,,,
678,Richard,Smith,richard.smith927@slu.edu,MS Analytics,Marketing,2019,2022,STEM-OPT,Savannah,GA,USA,,,
679,Jonathon,Pope,jonathon.pope449@slu.edu,MS Computer Science,Computer Science,2020,2022,STEM-OPT,Tampa,FL,USA,,,
680,Nicole,Gonzalez,nicole.gonzalez746@slu.edu,MS Analytics,Software Engineering,2021,2022,CPT,Fort Collins,CO,USA,120.0,Research Assistant,2021-03-01
681,Mary,Lewis,mary.lewis941@slu.edu,MS Cybersecurity,Biostatistics,2024,2027,CPT,Chesterfield,MO,USA,,,
682,Jennifer,Wilcox,jennifer.wilcox767@slu.edu,MS Information Systems,Cybersecurity,2020,2022,STEM-OPT,San Francisco,CA,USA,741.0,Data Analyst Intern,2020-03-02
683,April,Carter,april.carter204@slu.edu,MS Data Science,Biostatistics,2020,2022,F1,Philadelphia,PA,USA,909.0,Research Assistant,2022-12-31
684,Michelle,Valencia,michelle.valencia345@slu.edu,MS Analytics,Software Engineering,2021,2023,CPT,Irvine,CA,USA,,,
685,Jennifer,Garcia,jennifer.garcia115@slu.edu,MS Cybersecurity,Electrical Engineering,2019,2022,F1,Chesterfield,MO,USA,,,
686,Charles,Johnston,charles.johnston797@slu.edu,MS Cybersecurity,Software Engineering,2020,2022,OPT,Buffalo,NY,USA,,,
687,Angela,Walker,angela.walker433@slu.edu,MBA,Information Systems,2021,2024,OPT,Cincinnati,OH,USA,,,
688,James,Friedman,james.friedman456@slu.edu,MS Information Systems,Computer Science,2020,2022,STEM-OPT,Boston,MA,USA,,,
689,Elizabeth,Kim,elizabeth.kim969@slu.edu,MS Software Engineering,Finance,2023,2025,STEM-OPT,Cary,NC,USA,448.0,DevOps Intern,2025-02-22
690,Brenda,Hayden,brenda.hayden453@slu.edu,MBA,Cybersecurity,2024,2026,F1,Naperville,IL,USA,,,
691,Craig,Jones,craig.jones899@slu.edu,MS Software Engineering,Marketing,2021,2023,CPT,Orlando,FL,USA,,,
692,Michelle,Roberts,michelle.roberts347@slu.edu,MS Analytics,Software Engineering,2020,2023,F1,Boulder,CO,USA,,,
693,Amy,Brown,amy.brown2@slu.edu,MS Cybersecurity,Data Science,2023,2024,OPT,Houston,TX,USA,,,
694,Linda,Terry,linda.terry356@slu.edu,MS Information Systems,Cybersecurity,2019,2021,OPT,Somerville,MA,USA,,,
695,Wanda,Carter,wanda.carter456@slu.edu,MS Information Systems,Computer Science,2020,2021,OPT,White Plains,NY,USA,,,
696,Timothy,Smith,timothy.smith60@slu.edu,MBA,Biostatistics,2019,2021,OPT,Bellevue,WA,USA,,,
697,Lisa,Torres,lisa.torres11@slu.edu,MS Information Systems,Marketing,2019,2020,OPT,Plano,TX,USA,,,
698,Lydia,Taylor,lydia.taylor800@slu.edu,MS Cybersecurity,Computer Science,2023,2024,STEM-OPT,Durham,NC,USA,18.0,DevOps Intern,2024-08-27
699,Desiree,Newman,desiree.newman629@slu.edu,MS Data Science,Biostatistics,2024,2027,F1,San Antonio,TX,USA,,,
700,Robert,Cunningham,robert.cunningham786@slu.edu,MS Analytics,Computer Science,2019,2022,OPT,Fort Collins,CO,USA,736.0,DevOps Intern,2020-02-21
701,Meagan,Carney,meagan.carney453@slu.edu,MS Analytics,Marketing,2021,2022,STEM-OPT,Los Angeles,CA,USA,,,
702,Cheryl,Miller,cheryl.miller181@slu.edu,MS Software Engineering,Finance,2019,2020,F1,Springfield,IL,USA,,,
703,Thomas,Wolf,thomas.wolf62@slu.edu,MS Information Systems,Information Systems,2021,2024,CPT,Colorado Springs,CO,USA,,,
704,Jessica,Lozano,jessica.lozano536@slu.edu,MS Software Engineering,Biostatistics,2021,2022,CPT,Harrisburg,PA,USA,,,
705,Eric,Wright,eric.wright4@slu.edu,MS Analytics,Software Engineering,2018,2019,OPT,Jacksonville,FL,USA,,,
706,Sara,Cooke,sara.cooke803@slu.edu,MBA,Software Engineering,2018,2020,F1,Atlanta,GA,USA,567.0,Data Analyst Intern,2019-06-19
707,David,Soto,david.soto906@slu.edu,MS Computer Science,Computer Science,2022,2025,OPT,Orlando,FL,USA,,,
708,Stacey,Nunez,stacey.nunez992@slu.edu,MS Information Systems,Electrical Engineering,2020,2021,CPT,Boulder,CO,USA,,,
709,Carrie,Smith,carrie.smith631@slu.edu,MBA,Data Science,2019,2022,OPT,Cincinnati,OH,USA,,,
710,Jessica,Walker,jessica.walker458@slu.edu,MS Information Systems,Information Systems,2024,2025,OPT,Orlando,FL,USA,388.0,QA Intern,2025-08-22
711,David,Young,david.young962@slu.edu,MS Information Systems,Finance,2018,2019,F1,Orlando,FL,USA,,,
712,Kristy,Spencer,kristy.spencer576@slu.edu,MBA,Cybersecurity,2018,2019,OPT,Charlotte,NC,USA,,,
713,Joseph,Kennedy,joseph.kennedy114@slu.edu,MS Data Science,Marketing,2021,2022,F1,Pittsburgh,PA,USA,636.0,QA Intern,2021-03-10
714,Sarah,Brown,sarah.brown34@slu.edu,MBA,Business Analytics,2024,2026,F1,Seattle,WA,USA,284.0,Research Assistant,2025-04-22
715,Lauren,Miller,lauren.miller79@slu.edu,MS Data Science,Software Engineering,2018,2020,STEM-OPT,Bellevue,WA,USA,281.0,Software Intern,2019-01-15
716,Terri,Maddox,terri.maddox49@slu.edu,MS Software Engineering,Data Science,2020,2022,OPT,San Antonio,TX,USA,,,
717,Cynthia,Hayes,cynthia.hayes296@slu.edu,MS Computer Science,Biostatistics,2020,2021,CPT,Detroit,MI,USA,,,
718,Amanda,Turner,amanda.turner988@slu.edu,MS Analytics,Electrical Engineering,2024,2027,OPT,Cambridge,MA,USA,204.0,Research Assistant,2024-02-29
719,Angel,Lynch,angel.lynch600@slu.edu,MS Cybersecurity,Data Science,2022,2025,STEM-OPT,Alpharetta,GA,USA,,,
720,Brett,Greer,brett.greer522@slu.edu,MS Information Systems,Business Analytics,2020,2022,OPT,Phoenix,AZ,USA,,,
721,Bruce,Lyons,bruce.lyons446@slu.edu,MS Software Engineering,Data Science,2024,2025,STEM-OPT,Somerville,MA,USA,,,
722,Charles,Yang,charles.yang407@slu.edu,MBA,Computer Science,2022,2024,OPT,Bellevue,WA,USA,,,
723,Benjamin,Mcdonald,benjamin.mcdonald490@slu.edu,MS Computer Science,Information Systems,2022,2023,CPT,Ann Arbor,MI,USA,,,
724,William,Sanchez,william.sanchez772@slu.edu,MS Information Systems,Cybersecurity,2023,2024,STEM-OPT,Grand Rapids,MI,USA,529.0,DevOps Intern,2023-04-14
725,Anna,Dominguez,anna.dominguez260@slu.edu,MS Analytics,Cybersecurity,2024,2025,CPT,Phoenix,AZ,USA,,,
726,John,Delgado,john.delgado494@slu.edu,MS Software Engineering,Marketing,2018,2019,OPT,Miami,FL,USA,,,
727,Jason,English,jason.english783@slu.edu,MS Software Engineering,Electrical Engineering,2021,2022,F1,Grand Rapids,MI,USA,,,
728,Laura,Richards,laura.richards843@slu.edu,MS Cybersecurity,Information Systems,2020,2021,OPT,Alpharetta,GA,USA,656.0,Software Intern,2020-05-15
729,Sally,Webster,sally.webster394@slu.edu,MBA,Marketing,2023,2026,STEM-OPT,Alpharetta,GA,USA,,,
730,Joseph,Cohen,joseph.cohen796@slu.edu,MBA,Business Analytics,2020,2023,F1,Houston,TX,USA,642.0,Research Assistant,2023-05-21
731,Brandi,Estrada,brandi.estrada530@slu.edu,MBA,Software Engineering,2022,2024,OPT,San Jose,CA,USA,256.0,Research Assistant,2022-08-03
732,Michael,Murray,michael.murray937@slu.edu,MS Analytics,Marketing,2021,2022,STEM-OPT,Philadelphia,PA,USA,,,
733,Antonio,Butler,antonio.butler921@slu.edu,MS Information Systems,Cybersecurity,2024,2026,CPT,Savannah,GA,USA,998.0,Research Assistant,2024-09-16
734,Paula,Johnson,paula.johnson959@slu.edu,MS Data Science,Marketing,2023,2024,OPT,Charlotte,NC,USA,,,
735,Heather,Welch,heather.welch611@slu.edu,MS Data Science,Electrical Engineering,2018,2019,CPT,Phoenix,AZ,USA,,,
736,Joseph,Miller,joseph.miller47@slu.edu,MBA,Business Analytics,2018,2021,STEM-OPT,Cincinnati,OH,USA,,,
737,Anita,Roberts,anita.roberts647@slu.edu,MS Analytics,Computer Science,2022,2024,OPT,Orlando,FL,USA,,,
738,Michelle,Austin,michelle.austin150@slu.edu,MS Analytics,Marketing,2022,2024,F1,San Jose,CA,USA,,,
739,Charles,Allen,charles.allen612@slu.edu,MS Cybersecurity,Data Science,2019,2021,CPT,Albany,NY,USA,,,
740,Elizabeth,Freeman,elizabeth.freeman518@slu.edu,MS Computer Science,Computer Science,2020,2022,F1,Somerville,MA,USA,,,
741,Christina,Reyes,christina.reyes660@slu.edu,MBA,Biostatistics,2019,2021,F1,Austin,TX,USA,153.0,DevOps Intern,2020-10-16
742,Michele,Grant,michele.grant577@slu.edu,MS Computer Science,Data Science,2021,2024,CPT,Detroit,MI,USA,,,
743,Amanda,Lewis,amanda.lewis697@slu.edu,MS Information Systems,Finance,2024,2027,CPT,Columbus,OH,USA,,,
744,April,Norman,april.norman927@slu.edu,MS Software Engineering,Computer Science,2024,2025,CPT,Plano,TX,USA,489.0,Data Analyst Intern,2024-02-19
745,Erik,Ellis,erik.ellis438@slu.edu,MS Information Systems,Biostatistics,2021,2023,STEM-OPT,Somerville,MA,USA,,,
746,Joshua,Duncan,joshua.duncan700@slu.edu,MS Software Engineering,Information Systems,2022,2023,STEM-OPT,Tampa,FL,USA,,,
747,Jennifer,Barnett,jennifer.barnett882@slu.edu,MS Analytics,Software Engineering,2022,2025,STEM-OPT,Colorado Springs,CO,USA,,,
748,Jack,Clark,jack.clark852@slu.edu,MS Analytics,Marketing,2018,2021,STEM-OPT,Jacksonville,FL,USA,,,
749,Kenneth,Davis,kenneth.davis872@slu.edu,MS Computer Science,Software Engineering,2019,2020,OPT,Boston,MA,USA,,,
750,Angela,Sanders,angela.sanders201@slu.edu,MS Information Systems,Marketing,2018,2021,OPT,Chesterfield,MO,USA,,,
751,Alicia,Mcdonald,alicia.mcdonald888@slu.edu,MBA,Finance,2024,2025,OPT,Cambridge,MA,USA,,,
752,Michael,Lee,michael.lee20@slu.edu,MS Information Systems,Computer Science,2021,2022,STEM-OPT,Rochester,NY,USA,,,
753,Natalie,Gonzalez,natalie.gonzalez332@slu.edu,MBA,Cybersecurity,2024,2026,STEM-OPT,Ann Arbor,MI,USA,88.0,Research Assistant,2024-11-19
754,Mario,Gentry,mario.gentry599@slu.edu,MBA,Business Analytics,2019,2020,OPT,Pittsburgh,PA,USA,44.0,QA Intern,2020-09-15
755,Kirk,Hicks,kirk.hicks403@slu.edu,MBA,Software Engineering,2021,2024,F1,Boulder,CO,USA,,,
756,Dustin,Ball,dustin.ball664@slu.edu,MS Information Systems,Business Analytics,2022,2025,OPT,Springfield,MO,USA,449.0,Research Assistant,2022-03-26
757,Annette,Sheppard,annette.sheppard978@slu.edu,MS Information Systems,Electrical Engineering,2018,2020,CPT,Bellevue,WA,USA,974.0,Research Assistant,2019-07-19
758,Andrew,Johnson,andrew.johnson723@slu.edu,MS Analytics,Electrical Engineering,2018,2020,CPT,Tampa,FL,USA,,,
759,Tiffany,Henderson,tiffany.henderson380@slu.edu,MS Analytics,Electrical Engineering,2019,2020,CPT,Pittsburgh,PA,USA,724.0,Data Analyst Intern,2020-11-15
760,Christopher,White,christopher.white192@slu.edu,MS Cybersecurity,Marketing,2019,2020,STEM-OPT,Boulder,CO,USA,586.0,Software Intern,2019-10-11
761,Brian,Jimenez,brian.jimenez532@slu.edu,MBA,Software Engineering,2024,2025,OPT,Tucson,AZ,USA,,,
762,Harold,Freeman,harold.freeman127@slu.edu,MS Information Systems,Marketing,2024,2026,F1,Pittsburgh,PA,USA,,,
763,Amber,Williams,amber.williams983@slu.edu,MS Software Engineering,Computer Science,2020,2022,STEM-OPT,Harrisburg,PA,USA,540.0,QA Intern,2022-07-17
764,Thomas,Petty,thomas.petty283@slu.edu,MS Cybersecurity,Information Systems,2021,2023,STEM-OPT,Ann Arbor,MI,USA,,,
765,Jennifer,Gray,jennifer.gray256@slu.edu,MBA,Software Engineering,2024,2025,OPT,Phoenix,AZ,USA,,,
766,Deborah,Smith,deborah.smith279@slu.edu,MS Analytics,Software Engineering,2022,2024,OPT,Alpharetta,GA,USA,,,
767,Travis,Ward,travis.ward951@slu.edu,MS Software Engineering,Business Analytics,2020,2023,OPT,Savannah,GA,USA,,,
768,Kevin,Blankenship,kevin.blankenship677@slu.edu,MBA,Computer Science,2018,2021,CPT,Grand Rapids,MI,USA,435.0,Data Analyst Intern,2021-05-21
769,Craig,Bates,craig.bates778@slu.edu,MS Data Science,Data Science,2023,2025,F1,San Antonio,TX,USA,,,
770,Kelly,Mckinney,kelly.mckinney999@slu.edu,MS Software Engineering,Data Science,2024,2027,STEM-OPT,Orlando,FL,USA,,,
771,Ryan,Rice,ryan.rice135@slu.edu,MS Analytics,Information Systems,2024,2025,STEM-OPT,Tacoma,WA,USA,251.0,Software Intern,2025-11-18
772,Darrell,Barajas,darrell.barajas874@slu.edu,MBA,Cybersecurity,2023,2024,CPT,Durham,NC,USA,,,
773,Jennifer,Norton,jennifer.norton113@slu.edu,MS Information Systems,Data Science,2018,2020,F1,Cambridge,MA,USA,,,
774,Craig,Diaz,craig.diaz972@slu.edu,MS Information Systems,Software Engineering,2019,2021,STEM-OPT,Tucson,AZ,USA,,,
775,Roger,Palmer,roger.palmer696@slu.edu,MS Cybersecurity,Finance,2020,2022,OPT,San Jose,CA,USA,271.0,Data Analyst Intern,2022-01-22
776,Jamie,Willis,jamie.willis193@slu.edu,MS Cybersecurity,Software Engineering,2022,2023,STEM-OPT,Cambridge,MA,USA,1.0,Research Assistant,2022-01-26
777,April,Warren,april.warren976@slu.edu,MBA,Computer Science,2020,2021,OPT,Columbia,MO,USA,,,
778,Jonathan,Warner,jonathan.warner226@slu.edu,MS Analytics,Computer Science,2019,2022,STEM-OPT,Harrisburg,PA,USA,75.0,Software Intern,2022-09-22
779,Mary,Flores,mary.flores920@slu.edu,MS Information Systems,Electrical Engineering,2022,2023,STEM-OPT,Buffalo,NY,USA,455.0,Data Analyst Intern,2022-12-03
780,Jennifer,Rodriguez,jennifer.rodriguez764@slu.edu,MS Cybersecurity,Finance,2024,2027,CPT,Peoria,IL,USA,791.0,Software Intern,2024-10-09
781,Sarah,Griffin,sarah.griffin956@slu.edu,MS Information Systems,Finance,2023,2026,CPT,White Plains,NY,USA,,,
782,Michael,Williams,michael.williams410@slu.edu,MS Information Systems,Computer Science,2021,2024,F1,Ann Arbor,MI,USA,,,
783,Brenda,Ashley,brenda.ashley364@slu.edu,MBA,Computer Science,2019,2022,OPT,Savannah,GA,USA,458.0,QA Intern,2020-04-21
784,Karen,Bender,karen.bender864@slu.edu,MS Cybersecurity,Biostatistics,2023,2026,CPT,Charlotte,NC,USA,,,
785,Calvin,Daniel,calvin.daniel574@slu.edu,MS Cybersecurity,Biostatistics,2022,2024,STEM-OPT,Pittsburgh,PA,USA,237.0,DevOps Intern,2024-02-03
786,Mariah,Smith,mariah.smith61@slu.edu,MS Cybersecurity,Finance,2019,2021,OPT,Springfield,IL,USA,,,
787,John,Patterson,john.patterson663@slu.edu,MS Software Engineering,Business Analytics,2018,2019,F1,Buffalo,NY,USA,,,
788,Dawn,Robinson,dawn.robinson339@slu.edu,MS Analytics,Computer Science,2019,2022,F1,Springfield,IL,USA,,,
789,Candace,Wilkerson,candace.wilkerson323@slu.edu,MS Data Science,Computer Science,2024,2027,F1,Charlotte,NC,USA,530.0,QA Intern,2026-08-22
790,Nicole,Lee,nicole.lee659@slu.edu,MS Data Science,Business Analytics,2023,2026,STEM-OPT,Philadelphia,PA,USA,751.0,DevOps Intern,2023-04-07
791,Erika,Hubbard,erika.hubbard557@slu.edu,MS Data Science,Cybersecurity,2024,2025,CPT,Denver,CO,USA,,,
