Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country
591,Michele,Carpenter,michele.carpenter664@slu.edu,michele.carpenter329@outlook.com,BA,Marketing,2017,Full-Time,Springfield,IL,USA
592,Keith,King,keith.king525@slu.edu,keith.king413@outlook.com,MBA,Business Analytics,2016,Full-Time,Orlando,FL,USA
593,Sherri,Knight,sherri.knight435@slu.edu,sherri.knight454@outlook.com,PhD,Marketing,2021,Full-Time,Alpharetta,GA,USA
594,Keith,Koch,keith.koch619@slu.edu,keith.koch697@outlook.com,MBA,Information Systems,2023,OPT,Charlotte,NC,USA
595,Peter,Noble,peter.noble77@slu.edu,peter.noble297@gmail.com,MBA,Information Systems,2022,OPT,Boulder,CO,USA
596,Jennifer,Brown,jennifer.brown202@slu.edu,jennifer.brown695@outlook.com,MBA,Biostatistics,2024,OPT,Houston,TX,USA
597,Alejandro,Collins,alejandro.collins419@slu.edu,alejandro.collins987@yahoo.com,PhD,Data Science,2016,Full-Time,San Francisco,CA,USA
598,Mike,Schmidt,mike.schmidt561@slu.edu,mike.schmidt341@yahoo.com,BS,Computer Science,2024,OPT,Clayton,MO,USA
599,Jonathan,Brown,jonathan.brown898@slu.edu,jonathan.brown778@outlook.com,BA,Business Analytics,2024,OPT,San Antonio,TX,USA
600,Steven,Cruz,steven.cruz156@slu.edu,steven.cruz737@gmail.com,MBA,Marketing,2017,Full-Time,Boulder,CO,USA
601,Darlene,Martin,darlene.martin274@slu.edu,darlene.martin146@yahoo.com,BS,Electrical Engineering,2024,OPT,Durham,NC,USA
602,Natalie,Howard,natalie.howard139@slu.edu,natalie.howard114@yahoo.com,BA,Business Analytics,2018,Full-Time,St. Louis,MO,USA
603,Brandon,Hernandez,brandon.hernandez34@slu.edu,brandon.hernandez524@yahoo.com,BS,Finance,2015,Full-Time,San Diego,CA,USA
604,Angela,Villanueva,angela.villanueva525@slu.edu,angela.villanueva981@yahoo.com,PhD,Business Analytics,2016,Full-Time,Ann Arbor,MI,USA
605,Isaac,Moran,isaac.moran214@slu.edu,isaac.moran988@yahoo.com,BS,Data Science,2019,Full-Time,Fort Collins,CO,USA
606,Jeremy,Chen,jeremy.chen230@slu.edu,jeremy.chen644@yahoo.com,BA,Software Engineering,2018,Full-Time,Detroit,MI,USA
607,Rhonda,Davis,rhonda.davis372@slu.edu,rhonda.davis330@gmail.com,PhD,Finance,2025,CPT,Cambridge,MA,USA
608,Michael,Avila,michael.avila953@slu.edu,michael.avila671@gmail.com,BS,Cybersecurity,2017,Full-Time,St. Louis,MO,USA
609,Kelly,Thomas,kelly.thomas561@slu.edu,kelly.thomas61@gmail.com,MS,Cybersecurity,2024,OPT,Clayton,MO,USA
610,Colleen,White,colleen.white622@slu.edu,colleen.white11@gmail.com,MBA,Marketing,2021,Full-Time,Irvine,CA,USA
611,Nicholas,Clark,nicholas.clark829@slu.edu,nicholas.clark256@yahoo.com,BA,Finance,2016,Full-Time,Jacksonville,FL,USA
612,Cassandra,Woodward,cassandra.woodward511@slu.edu,cassandra.woodward465@yahoo.com,BS,Computer Science,2019,Full-Time,Alpharetta,GA,USA
613,James,Herman,james.herman460@slu.edu,james.herman279@gmail.com,MS,Cybersecurity,2025,CPT,New York,NY,USA
614,Max,Sherman,max.sherman642@slu.edu,max.sherman736@yahoo.com,BA,Biostatistics,2025,CPT,Irvine,CA,USA
615,Amber,Calderon,amber.calderon35@slu.edu,amber.calderon138@gmail.com,BS,Business Analytics,2022,STEM-OPT,Albany,NY,USA
616,Brandy,Morales,brandy.morales68@slu.edu,brandy.morales363@yahoo.com,PhD,Business Analytics,2021,Full-Time,Worcester,MA,USA
617,Bobby,Duncan,bobby.duncan908@slu.edu,bobby.duncan159@outlook.com,MBA,Electrical Engineering,2022,OPT,Harrisburg,PA,USA
618,Mary,Rodriguez,mary.rodriguez239@slu.edu,mary.rodriguez185@outlook.com,PhD,Computer Science,2018,Full-Time,Jacksonville,FL,USA
619,Jack,Coleman,jack.coleman917@slu.edu,jack.coleman5@gmail.com,PhD,Information Systems,2023,OPT,Cambridge,MA,USA
620,Wesley,Ramirez,wesley.ramirez829@slu.edu,wesley.ramirez546@outlook.com,MBA,Marketing,2021,Full-Time,Seattle,WA,USA
621,Donna,Evans,donna.evans994@slu.edu,donna.evans302@yahoo.com,BA,Data Science,2015,Full-Time,Somerville,MA,USA
622,Lori,Conley,lori.conley708@slu.edu,lori.conley287@yahoo.com,MBA,Information Systems,2020,Full-Time,Orlando,FL,USA
623,Ashley,Burgess,ashley.burgess553@slu.edu,ashley.burgess534@gmail.com,BA,Software Engineering,2019,Full-Time,Los Angeles,CA,USA
624,Sandra,Shaw,sandra.shaw472@slu.edu,sandra.shaw140@yahoo.com,BS,Marketing,2023,STEM-OPT,Miami,FL,USA
625,James,Watson,james.watson948@slu.edu,james.watson346@outlook.com,MS,Data Science,2016,Full-Time,Los Angeles,CA,USA
626,Hannah,Frost,hannah.frost985@slu.edu,hannah.frost836@yahoo.com,BA,Marketing,2020,Full-Time,Tucson,AZ,USA
627,Margaret,Garrett,margaret.garrett697@slu.edu,margaret.garrett135@gmail.com,BA,Electrical Engineering,2018,Full-Time,Atlanta,GA,USA
628,Richard,Knight,richard.knight866@slu.edu,richard.knight649@outlook.com,BA,Marketing,2020,Full-Time,Springfield,MO,USA
629,Adam,Adams,adam.adams138@slu.edu,adam.adams965@yahoo.com,MS,Biostatistics,2017,Full-Time,Cleveland,OH,USA
630,Robert,Wilcox,robert.wilcox746@slu.edu,robert.wilcox880@yahoo.com,MBA,Data Science,2022,OPT,Philadelphia,PA,USA
631,Edward,Kirk,edward.kirk455@slu.edu,edward.kirk912@gmail.com,BA,Data Science,2023,OPT,Savannah,GA,USA
632,Ashley,Mendoza,ashley.mendoza676@slu.edu,ashley.mendoza427@outlook.com,BS,Biostatistics,2015,Full-Time,Durham,NC,USA
633,David,Gomez,david.gomez127@slu.edu,david.gomez868@yahoo.com,MS,Business Analytics,2022,OPT,Naperville,IL,USA
634,Alexandra,Anthony,alexandra.anthony776@slu.edu,alexandra.anthony307@yahoo.com,MS,Data Science,2016,Full-Time,St. Louis,MO,USA
635,Tiffany,Garcia,tiffany.garcia469@slu.edu,tiffany.garcia724@outlook.com,MBA,Marketing,2019,Full-Time,Jacksonville,FL,USA
636,Shawn,Myers,shawn.myers365@slu.edu,shawn.myers583@yahoo.com,MBA,Data Science,2017,Full-Time,Harrisburg,PA,USA
637,Michael,Peterson,michael.peterson963@slu.edu,michael.peterson727@yahoo.com,BA,Biostatistics,2025,CPT,Seattle,WA,USA
638,Nicole,Ruiz,nicole.ruiz407@slu.edu,nicole.ruiz32@yahoo.com,MS,Data Science,2015,Full-Time,Houston,TX,USA
639,Darrell,Singh,darrell.singh607@slu.edu,darrell.singh617@outlook.com,BA,Biostatistics,2019,Full-Time,Atlanta,GA,USA
640,Anthony,Ramirez,anthony.ramirez936@slu.edu,anthony.ramirez418@outlook.com,PhD,Electrical Engineering,2024,OPT,Clayton,MO,USA
641,Dawn,Dyer,dawn.dyer70@slu.edu,dawn.dyer421@gmail.com,MBA,Cybersecurity,2022,STEM-OPT,Harrisburg,PA,USA
642,Kenneth,Wong,kenneth.wong3@slu.edu,kenneth.wong601@yahoo.com,BS,Finance,2017,Full-Time,Tucson,AZ,USA
643,Rachael,Miller,rachael.miller428@slu.edu,rachael.miller589@outlook.com,BA,Biostatistics,2021,Full-Time,Cary,NC,USA
644,William,Benson,william.benson75@slu.edu,william.benson891@outlook.com,BA,Biostatistics,2024,CPT,Tucson,AZ,USA
645,William,Smith,william.smith99@slu.edu,william.smith598@gmail.com,MS,Information Systems,2025,CPT,Irvine,CA,USA
646,Frederick,Adkins,frederick.adkins79@slu.edu,frederick.adkins575@gmail.com,BA,Information Systems,2018,Full-Time,Harrisburg,PA,USA
647,Jessica,George,jessica.george593@slu.edu,jessica.george391@outlook.com,MBA,Finance,2018,Full-Time,San Francisco,CA,USA
648,Shelley,Williams,shelley.williams995@slu.edu,shelley.williams905@outlook.com,MS,Electrical Engineering,2025,CPT,Somerville,MA,USA
649,Andrew,Wallace,andrew.wallace120@slu.edu,andrew.wallace860@yahoo.com,MS,Marketing,2025,CPT,Irvine,CA,USA
650,Charles,Jenkins,charles.jenkins412@slu.edu,charles.jenkins193@outlook.com,BS,Electrical Engineering,2025,CPT,Raleigh,NC,USA
651,Brian,Parker,brian.parker848@slu.edu,brian.parker863@outlook.com,BS,Electrical Engineering,2022,STEM-OPT,Urbana,IL,USA
652,Michele,Donovan,michele.donovan280@slu.edu,michele.donovan733@yahoo.com,MS,Computer Science,2016,Full-Time,Naperville,IL,USA
653,Michelle,Brock,michelle.brock432@slu.edu,michelle.brock401@yahoo.com,BS,Data Science,2022,STEM-OPT,Clayton,MO,USA
654,Andrea,Dorsey,andrea.dorsey738@slu.edu,andrea.dorsey463@outlook.com,PhD,Information Systems,2015,Full-Time,Atlanta,GA,USA
655,Michael,Johnson,michael.johnson84@slu.edu,michael.johnson478@outlook.com,MBA,Business Analytics,2019,Full-Time,Phoenix,AZ,USA
656,Robert,Payne,robert.payne267@slu.edu,robert.payne798@gmail.com,PhD,Data Science,2023,OPT,Houston,TX,USA
657,Nancy,Gonzalez,nancy.gonzalez267@slu.edu,nancy.gonzalez405@gmail.com,PhD,Business Analytics,2020,Full-Time,San Diego,CA,USA
658,Thomas,Keith,thomas.keith666@slu.edu,thomas.keith452@gmail.com,MBA,Software Engineering,2016,Full-Time,Austin,TX,USA
659,Jeremiah,Kirby,jeremiah.kirby732@slu.edu,jeremiah.kirby25@outlook.com,MS,Cybersecurity,2022,OPT,Alpharetta,GA,USA
660,Donald,Bass,donald.bass371@slu.edu,donald.bass93@gmail.com,BS,Business Analytics,2023,OPT,Tacoma,WA,USA
661,Julia,Kim,julia.kim370@slu.edu,julia.kim463@outlook.com,BS,Information Systems,2024,CPT,Atlanta,GA,USA
662,Kevin,Davis,kevin.davis504@slu.edu,kevin.davis375@outlook.com,MS,Business Analytics,2022,STEM-OPT,Harrisburg,PA,USA
663,Michael,Johnson,michael.johnson213@slu.edu,michael.johnson673@outlook.com,MS,Software Engineering,2024,CPT,Ann Arbor,MI,USA
664,Julie,Hernandez,julie.hernandez665@slu.edu,julie.hernandez494@gmail.com,MBA,Cybersecurity,2023,STEM-OPT,Austin,TX,USA
665,Michael,Martin,michael.martin400@slu.edu,michael.martin661@outlook.com,MBA,Cybersecurity,2018,Full-Time,Durham,NC,USA
666,Mark,Ray,mark.ray942@slu.edu,mark.ray196@yahoo.com,MBA,Information Systems,2019,Full-Time,Columbus,OH,USA
667,Jessica,Leach,jessica.leach965@slu.edu,jessica.leach55@outlook.com,BA,Information Systems,2022,OPT,Bellevue,WA,USA
668,Gary,Cortez,gary.cortez355@slu.edu,gary.cortez831@yahoo.com,BA,Finance,2025,CPT,San Francisco,CA,USA
669,Patricia,Phillips,patricia.phillips882@slu.edu,patricia.phillips239@yahoo.com,MS,Marketing,2019,Full-Time,Colorado Springs,CO,USA
670,Nicole,Smith,nicole.smith404@slu.edu,nicole.smith73@gmail.com,PhD,Electrical Engineering,2018,Full-Time,Grand Rapids,MI,USA
671,Diana,Koch,diana.koch501@slu.edu,diana.koch268@outlook.com,BS,Marketing,2018,Full-Time,Springfield,IL,USA
672,Gary,Caldwell,gary.caldwell403@slu.edu,gary.caldwell989@gmail.com,MS,Electrical Engineering,2016,Full-Time,Springfield,MO,USA
673,Edward,Sanders,edward.sanders331@slu.edu,edward.sanders438@yahoo.com,MBA,Business Analytics,2018,Full-Time,Tempe,AZ,USA
674,John,Wallace,john.wallace315@slu.edu,john.wallace180@gmail.com,BS,Data Science,2015,Full-Time,Dallas,TX,USA
675,Charles,Smith,charles.smith264@slu.edu,charles.smith965@outlook.com,BA,Computer Science,2024,OPT,Redmond,WA,USA
676,Thomas,Scott,thomas.scott518@slu.edu,thomas.scott110@yahoo.com,MBA,Finance,2025,CPT,Philadelphia,PA,USA
677,Alex,Morris,alex.morris253@slu.edu,alex.morris317@yahoo.com,MS,Software Engineering,2020,Full-Time,Colorado Springs,CO,USA
678,Jordan,Maldonado,jordan.maldonado970@slu.edu,jordan.maldonado662@outlook.com,BS,Finance,2020,Full-Time,Kansas City,MO,USA
679,Joseph,Jones,joseph.jones986@slu.edu,joseph.jones689@outlook.com,BS,Data Science,2023,OPT,Irvine,CA,USA
680,Stacy,Wilson,stacy.wilson92@slu.edu,stacy.wilson857@yahoo.com,PhD,Finance,2023,OPT,Harrisburg,PA,USA
681,Samantha,Morgan,samantha.morgan695@slu.edu,samantha.morgan963@yahoo.com,MBA,Data Science,2021,Full-Time,San Jose,CA,USA
682,Pamela,Lara,pamela.lara660@slu.edu,pamela.lara513@gmail.com,BS,Finance,2023,OPT,Detroit,MI,USA
683,April,Rojas,april.rojas677@slu.edu,april.rojas831@yahoo.com,MS,Marketing,2015,Full-Time,Rochester,NY,USA
684,James,Nguyen,james.nguyen237@slu.edu,james.nguyen40@gmail.com,PhD,Cybersecurity,2023,OPT,Boston,MA,USA
685,Jeffery,Cooper,jeffery.cooper469@slu.edu,jeffery.cooper254@outlook.com,MS,Biostatistics,2023,STEM-OPT,Irvine,CA,USA
686,Antonio,Shea,antonio.shea999@slu.edu,antonio.shea754@gmail.com,BS,Computer Science,2016,Full-Time,Harrisburg,PA,USA
687,Virginia,Murphy,virginia.murphy122@slu.edu,virginia.murphy353@gmail.com,MBA,Computer Science,2024,CPT,Chicago,IL,USA
688,David,Gonzalez,david.gonzalez632@slu.edu,david.gonzalez143@outlook.com,BA,Cybersecurity,2019,Full-Time,Tampa,FL,USA
689,Laura,Finley,laura.finley872@slu.edu,laura.finley192@gmail.com,MS,Information Systems,2024,OPT,Urbana,IL,USA
690,Steven,Morris,steven.morris37@slu.edu,steven.morris289@gmail.com,BA,Business Analytics,2019,Full-Time,San Francisco,CA,USA
691,Donald,Kelly,donald.kelly300@slu.edu,donald.kelly638@gmail.com,MS,Marketing,2022,STEM-OPT,Durham,NC,USA
692,Michael,Martinez,michael.martinez724@slu.edu,michael.martinez115@gmail.com,BA,Biostatistics,2021,Full-Time,Raleigh,NC,USA
693,Anita,Burton,anita.burton362@slu.edu,anita.burton214@gmail.com,BS,Data Science,2022,OPT,Cleveland,OH,USA
694,Duane,Sherman,duane.sherman449@slu.edu,duane.sherman476@outlook.com,BA,Biostatistics,2017,Full-Time,Fort Collins,CO,USA
695,Brian,Foster,brian.foster837@slu.edu,brian.foster265@outlook.com,MS,Business Analytics,2015,Full-Time,San Diego,CA,USA
696,Jamie,Mason,jamie.mason699@slu.edu,jamie.mason728@outlook.com,PhD,Software Engineering,2022,OPT,Raleigh,NC,USA
697,Shannon,Richardson,shannon.richardson512@slu.edu,shannon.richardson313@yahoo.com,BS,Computer Science,2020,Full-Time,Tucson,AZ,USA
698,Terri,Barnes,terri.barnes80@slu.edu,terri.barnes201@yahoo.com,MS,Data Science,2020,Full-Time,Seattle,WA,USA
699,Elijah,Benson,elijah.benson11@slu.edu,elijah.benson732@outlook.com,PhD,Business Analytics,2019,Full-Time,Buffalo,NY,USA
700,Christina,Horn,christina.horn964@slu.edu,christina.horn766@yahoo.com,PhD,Software Engineering,2019,Full-Time,San Francisco,CA,USA
701,Michael,Chavez,michael.chavez334@slu.edu,michael.chavez84@yahoo.com,PhD,Marketing,2025,CPT,Alpharetta,GA,USA
702,Wanda,Carter,wanda.carter695@slu.edu,wanda.carter709@yahoo.com,MS,Marketing,2024,OPT,Redmond,WA,USA
703,Gabrielle,Wyatt,gabrielle.wyatt749@slu.edu,gabrielle.wyatt437@gmail.com,MS,Information Systems,2021,Full-Time,Denver,CO,USA
704,James,Gonzalez,james.gonzalez226@slu.edu,james.gonzalez855@yahoo.com,BS,Electrical Engineering,2021,Full-Time,Irvine,CA,USA
705,Heather,Gray,heather.gray831@slu.edu,heather.gray565@outlook.com,MS,Business Analytics,2023,STEM-OPT,Naperville,IL,USA
706,Cody,Vargas,cody.vargas461@slu.edu,cody.vargas87@gmail.com,BS,Computer Science,2024,OPT,Harrisburg,PA,USA
707,David,Macdonald,david.macdonald100@slu.edu,david.macdonald233@yahoo.com,BA,Software Engineering,2018,Full-Time,Springfield,MO,USA
708,Jonathan,Baker,jonathan.baker897@slu.edu,jonathan.baker65@yahoo.com,BA,Data Science,2018,Full-Time,Worcester,MA,USA
709,Lauren,Miranda,lauren.miranda305@slu.edu,lauren.miranda942@yahoo.com,BA,Computer Science,2021,Full-Time,Chesterfield,MO,USA
710,Joshua,Johnson,joshua.johnson332@slu.edu,joshua.johnson865@outlook.com,BS,Biostatistics,2016,Full-Time,Redmond,WA,USA
711,Daniel,Turner,daniel.turner684@slu.edu,daniel.turner874@gmail.com,PhD,Electrical Engineering,2018,Full-Time,Savannah,GA,USA
712,Cristian,Sweeney,cristian.sweeney751@slu.edu,cristian.sweeney445@yahoo.com,BS,Computer Science,2018,Full-Time,Pittsburgh,PA,USA
713,Mark,Fuentes,mark.fuentes498@slu.edu,mark.fuentes55@outlook.com,BA,Finance,2021,Full-Time,Albany,NY,USA
714,Diane,Duffy,diane.duffy340@slu.edu,diane.duffy581@outlook.com,PhD,Cybersecurity,2015,Full-Time,Jacksonville,FL,USA
715,Howard,Jimenez,howard.jimenez755@slu.edu,howard.jimenez541@outlook.com,PhD,Software Engineering,2020,Full-Time,Miami,FL,USA
716,Pamela,King,pamela.king705@slu.edu,pamela.king252@gmail.com,MS,Marketing,2021,Full-Time,Pittsburgh,PA,USA
717,Aaron,Wong,aaron.wong463@slu.edu,aaron.wong975@gmail.com,BA,Biostatistics,2021,Full-Time,Tampa,FL,USA
718,Omar,Moreno,omar.moreno904@slu.edu,omar.moreno277@yahoo.com,MS,Biostatistics,2025,CPT,Cleveland,OH,USA
719,Shelley,Morrow,shelley.morrow868@slu.edu,shelley.morrow213@outlook.com,MS,Cybersecurity,2025,CPT,Grand Rapids,MI,USA
720,Amy,Peterson,amy.peterson883@slu.edu,amy.peterson456@yahoo.com,MS,Information Systems,2017,Full-Time,Naperville,IL,USA
721,Angel,Cortez,angel.cortez568@slu.edu,angel.cortez654@yahoo.com,PhD,Finance,2023,OPT,Raleigh,NC,USA
722,Lance,Jackson,lance.jackson247@slu.edu,lance.jackson548@outlook.com,MS,Data Science,2017,Full-Time,Cary,NC,USA
723,Mitchell,Bailey,mitchell.bailey639@slu.edu,mitchell.bailey59@gmail.com,MBA,Electrical Engineering,2017,Full-Time,Columbus,OH,USA
724,Manuel,Russell,manuel.russell739@slu.edu,manuel.russell172@outlook.com,MS,Software Engineering,2024,CPT,Peoria,IL,USA
725,Alejandro,Ward,alejandro.ward850@slu.edu,alejandro.ward2@gmail.com,BA,Marketing,2022,OPT,Harrisburg,PA,USA
726,Michael,Rodriguez,michael.rodriguez407@slu.edu,michael.rodriguez399@outlook.com,BS,Marketing,2021,Full-Time,Alpharetta,GA,USA
727,Linda,Johnson,linda.johnson444@slu.edu,linda.johnson565@yahoo.com,PhD,Data Science,2019,Full-Time,Cleveland,OH,USA
728,Ashley,Martinez,ashley.martinez524@slu.edu,ashley.martinez125@yahoo.com,BA,Data Science,2024,OPT,Alpharetta,GA,USA
729,Madeline,Pearson,madeline.pearson456@slu.edu,madeline.pearson669@gmail.com,PhD,Software Engineering,2025,CPT,Austin,TX,USA
730,Scott,Brooks,scott.brooks566@slu.edu,scott.brooks993@yahoo.com,MS,Cybersecurity,2018,Full-Time,Dallas,TX,USA
731,Emily,Carter,emily.carter604@slu.edu,emily.carter321@yahoo.com,MS,Data Science,2020,Full-Time,Los Angeles,CA,USA
732,Dawn,Espinoza,dawn.espinoza359@slu.edu,dawn.espinoza751@yahoo.com,BA,Computer Science,2015,Full-Time,Cambridge,MA,USA
733,Bruce,Price,bruce.price559@slu.edu,bruce.price225@outlook.com,PhD,Information Systems,2016,Full-Time,Fort Collins,CO,USA
734,Hannah,Ward,hannah.ward857@slu.edu,hannah.ward266@outlook.com,BA,Data Science,2015,Full-Time,Detroit,MI,USA
735,Helen,Williams,helen.williams31@slu.edu,helen.williams9@yahoo.com,PhD,Data Science,2024,OPT,Naperville,IL,USA
736,James,Meyers,james.meyers197@slu.edu,james.meyers17@outlook.com,MS,Data Science,2016,Full-Time,Chicago,IL,USA
737,Destiny,Yu,destiny.yu794@slu.edu,destiny.yu893@gmail.com,MS,Computer Science,2020,Full-Time,Charlotte,NC,USA
738,Brandon,Ryan,brandon.ryan109@slu.edu,brandon.ryan705@outlook.com,PhD,Biostatistics,2018,Full-Time,Kansas City,MO,USA
739,Christopher,Bradley,christopher.bradley504@slu.edu,christopher.bradley283@gmail.com,BS,Marketing,2020,Full-Time,Durham,NC,USA
740,Michaela,Fox,michaela.fox769@slu.edu,michaela.fox168@gmail.com,PhD,Data Science,2019,Full-Time,Bellevue,WA,USA
741,Kristen,Petersen,kristen.petersen911@slu.edu,kristen.petersen427@gmail.com,MS,Biostatistics,2020,Full-Time,Bellevue,WA,USA
742,Michael,Rodriguez,michael.rodriguez83@slu.edu,michael.rodriguez961@outlook.com,BA,Business Analytics,2015,Full-Time,Pittsburgh,PA,USA
743,Jerry,Moreno,jerry.moreno889@slu.edu,jerry.moreno625@gmail.com,BA,Software Engineering,2021,Full-Time,Detroit,MI,USA
744,Catherine,Mitchell,catherine.mitchell309@slu.edu,catherine.mitchell806@yahoo.com,PhD,Finance,2017,Full-Time,Austin,TX,USA
745,Mary,Banks,mary.banks939@slu.edu,mary.banks999@outlook.com,BA,Business Analytics,2021,Full-Time,Rochester,NY,USA
746,Jeffery,Stephenson,jeffery.stephenson6@slu.edu,jeffery.stephenson55@yahoo.com,MBA,Data Science,2022,OPT,Phoenix,AZ,USA
747,April,Brandt,april.brandt331@slu.edu,april.brandt400@outlook.com,BS,Business Analytics,2019,Full-Time,Bellevue,WA,USA
748,Angela,Wells,angela.wells216@slu.edu,angela.wells252@outlook.com,PhD,Electrical Engineering,2021,Full-Time,Tempe,AZ,USA
749,Elizabeth,Rodgers,elizabeth.rodgers707@slu.edu,elizabeth.rodgers715@gmail.com,BS,Data Science,2020,Full-Time,Savannah,GA,USA
750,Lindsey,Vance,lindsey.vance943@slu.edu,lindsey.vance782@yahoo.com,BS,Finance,2016,Full-Time,Cincinnati,OH,USA
751,Andrew,Green,andrew.green870@slu.edu,andrew.green112@yahoo.com,BS,Finance,2024,OPT,Detroit,MI,USA
752,Luis,Hart,luis.hart930@slu.edu,luis.hart870@yahoo.com,BA,Information Systems,2015,Full-Time,San Francisco,CA,USA
753,Megan,Colon,megan.colon679@slu.edu,megan.colon564@outlook.com,BS,Finance,2019,Full-Time,Savannah,GA,USA
754,Joseph,Robinson,joseph.robinson7@slu.edu,joseph.robinson100@outlook.com,MS,Computer Science,2017,Full-Time,Colorado Springs,CO,USA
755,John,Harris,john.harris775@slu.edu,john.harris573@yahoo.com,BS,Cybersecurity,2021,Full-Time,Ann Arbor,MI,USA
756,Alexis,Hernandez,alexis.hernandez830@slu.edu,alexis.hernandez275@gmail.com,MS,Information Systems,2017,Full-Time,Ann Arbor,MI,USA
757,Lisa,Powell,lisa.powell926@slu.edu,lisa.powell653@gmail.com,MS,Data Science,2024,OPT,Plano,TX,USA
758,Eric,Fleming,eric.fleming581@slu.edu,eric.fleming510@yahoo.com,PhD,Information Systems,2021,Full-Time,Raleigh,NC,USA
759,Lori,Rasmussen,lori.rasmussen887@slu.edu,lori.rasmussen520@yahoo.com,MBA,Software Engineering,2021,Full-Time,Boston,MA,USA
760,Adam,Larsen,adam.larsen205@slu.edu,adam.larsen997@yahoo.com,MS,Electrical Engineering,2017,Full-Time,Urbana,IL,USA
761,Kathleen,Doyle,kathleen.doyle590@slu.edu,kathleen.doyle399@outlook.com,BA,Computer Science,2020,Full-Time,Springfield,IL,USA
762,Robert,Murphy,robert.murphy929@slu.edu,robert.murphy183@outlook.com,MBA,Information Systems,2022,STEM-OPT,Grand Rapids,MI,USA
763,Toni,Burch,toni.burch235@slu.edu,toni.burch620@yahoo.com,MBA,Computer Science,2022,STEM-OPT,Plano,TX,USA
764,Tanner,Peterson,tanner.peterson400@slu.edu,tanner.peterson844@gmail.com,BS,Cybersecurity,2017,Full-Time,Alpharetta,GA,USA
765,John,Roach,john.roach174@slu.edu,john.roach135@gmail.com,MBA,Marketing,2021,Full-Time,Ann Arbor,MI,USA
766,Jennifer,Ford,jennifer.ford536@slu.edu,jennifer.ford993@outlook.com,PhD,Finance,2017,Full-Time,New York,NY,USA
767,Jennifer,Brown,jennifer.brown425@slu.edu,jennifer.brown253@yahoo.com,MS,Marketing,2017,Full-Time,Plano,TX,USA
768,Sabrina,Johnson,sabrina.johnson882@slu.edu,sabrina.johnson165@gmail.com,MS,Cybersecurity,2022,OPT,Philadelphia,PA,USA
769,Danielle,Yang,danielle.yang646@slu.edu,danielle.yang458@yahoo.com,PhD,Business Analytics,2018,Full-Time,Ann Arbor,MI,USA
770,Ronald,Maxwell,ronald.maxwell728@slu.edu,ronald.maxwell743@yahoo.com,BA,Software Engineering,2022,OPT,Ann Arbor,MI,USA
771,Bradley,Johnson,bradley.johnson393@slu.edu,bradley.johnson131@outlook.com,BA,Data Science,2021,Full-Time,Cambridge,MA,USA
772,Martha,Li,martha.li772@slu.edu,martha.li948@gmail.com,MS,Computer Science,2017,Full-Time,Durham,NC,USA
773,Samuel,Reed,samuel.reed260@slu.edu,samuel.reed979@gmail.com,BA,Computer Science,2020,Full-Time,Somerville,MA,USA
774,Maria,Anderson,maria.anderson648@slu.edu,maria.anderson597@yahoo.com,BS,Data Science,2016,Full-Time,White Plains,NY,USA
775,Anthony,Hunter,anthony.hunter721@slu.edu,anthony.hunter316@outlook.com,MBA,Cybersecurity,2015,Full-Time,Miami,FL,USA
776,Michael,Hall,michael.hall939@slu.edu,michael.hall291@outlook.com,BS,Computer Science,2024,CPT,Los Angeles,CA,USA
777,Shane,Gonzalez,shane.gonzalez250@slu.edu,shane.gonzalez51@gmail.com,BS,Electrical Engineering,2025,CPT,Alpharetta,GA,USA
778,Jessica,Olson,jessica.olson127@slu.edu,jessica.olson584@outlook.com,BS,Business Analytics,2018,Full-Time,Tucson,AZ,USA
779,Bonnie,Banks,bonnie.banks702@slu.edu,bonnie.banks294@yahoo.com,MBA,Software Engineering,2018,Full-Time,Springfield,IL,USA
780,Timothy,Gallagher,timothy.gallagher272@slu.edu,timothy.gallagher421@gmail.com,BS,Finance,2025,CPT,Dallas,TX,USA
781,Robert,Smith,robert.smith915@slu.edu,robert.smith127@outlook.com,BA,Biostatistics,2017,Full-Time,Cleveland,OH,USA
782,Jordan,Garza,jordan.garza745@slu.edu,jordan.garza535@yahoo.com,BA,Finance,2021,Full-Time,White Plains,NY,USA
783,Gwendolyn,Miller,gwendolyn.miller481@slu.edu,gwendolyn.miller370@yahoo.com,BS,Computer Science,2024,OPT,Chicago,IL,USA
784,Steven,Smith,steven.smith91@slu.edu,steven.smith512@outlook.com,MBA,Information Systems,2025,CPT,Phoenix,AZ,USA
785,Vincent,Miller,vincent.miller917@slu.edu,vincent.miller101@gmail.com,PhD,Biostatistics,2016,Full-Time,Colorado Springs,CO,USA
786,Rachel,Frost,rachel.frost166@slu.edu,rachel.frost477@outlook.com,MS,Electrical Engineering,2023,STEM-OPT,Denver,CO,USA
787,Kristin,Porter,kristin.porter325@slu.edu,kristin.porter577@yahoo.com,MS,Computer Science,2023,OPT,Detroit,MI,USA
788,Nicholas,Johnson,nicholas.johnson633@slu.edu,nicholas.johnson279@yahoo.com,MBA,Finance,2020,Full-Time,Redmond,WA,USA
789,Robert,Wade,robert.wade867@slu.edu,robert.wade876@yahoo.com,PhD,Software Engineering,2015,Full-Time,Houston,TX,USA
